EngagementID,EventDateKey,PlannedDateKey,StartDateKey,EndDateKey,DepartmentKey,PlanetKey,FactionKey,EngagementTypeKey,Status,FriendlyLosses,EnemyLosses,FriendlyCraftLost,EnemyCraftLost,OrdnanceExpended,DurationHours,SuperlaserStrike,PlanetDestroyed
ENG0001059,20241111,20241029,20241111,20241115,2,9,5,7,Won,47,56,5,6,608,22.2,No,No
ENG0001060,20241111,20241023,20241111,20241113,19,7,1,2,Won,73,156,23,27,58,7.8,No,No
ENG0001061,20241111,20241029,20241111,20241113,5,11,6,4,Won,153,560,4,8,158,15.0,No,No
ENG0001062,20241112,20241101,20241112,20241114,19,13,0,2,Won,64,0,6,0,119,2.6,No,No
ENG0001063,20241114,20241103,20241114,20241115,5,14,5,5,Won,47,168,1,1,1232,6.1,No,No
ENG0001064,20241114,20241103,20241114,20241116,19,8,5,2,Won,34,92,0,0,72,2.4,No,No
ENG0001065,20241115,20241106,20241115,20241120,2,11,1,7,Won,88,277,18,44,810,30.1,No,No
ENG0001066,20241115,20241029,20241115,20241115,19,13,0,1,Aborted,30,0,1,0,156,4.3,No,No
ENG0001067,20241117,20241108,20241117,20241119,19,12,5,1,Won,64,203,2,4,26,2.1,No,No
ENG0001068,20241117,20241106,20241117,20241117,19,7,6,2,Won,47,103,0,0,48,6.3,No,No
ENG0001069,20241117,20241112,20241117,20241120,5,10,6,4,Won,103,213,0,0,403,10.9,No,No
ENG0001070,20241118,20241103,20241118,20241118,19,13,1,1,Won,74,245,0,0,265,2.0,No,No
ENG0001071,20241118,20241106,20241118,20241118,19,8,5,1,Won,25,39,4,11,34,1.5,No,No
ENG0001072,20241121,20241112,20241121,20241124,5,10,6,5,Won,115,337,8,22,78,6.1,No,No
ENG0001073,20241121,20241117,20241121,20241123,5,10,2,4,Won,101,172,1,2,253,6.6,No,No
ENG0001074,20241122,20241112,20241122,20241124,5,12,7,4,Won,37,123,8,15,188,5.6,No,No
ENG0001075,20241122,20241104,20241122,20241124,19,12,2,2,Won,100,355,0,0,231,2.3,No,No
ENG0001076,20241123,20241118,20241123,20241124,5,8,4,4,Won,112,419,1,1,89,10.5,No,No
ENG0001077,20241123,20241103,20241123,20241125,5,12,1,5,Won,141,300,1,2,262,9.0,No,No
ENG0001078,20241123,20241109,20241123,20241123,5,12,4,5,Won,990,2791,2,2,150,13.7,No,No
ENG0001079,20241125,20241115,20241125,20241128,5,10,1,5,Won,33,130,6,7,522,12.5,No,No
ENG0001080,20241125,20241113,20241125,20241126,19,0,2,2,Won,44,148,2,5,11,7.0,No,No
ENG0001081,20241125,20241106,20241125,20241125,5,11,1,4,Won,258,431,3,4,130,6.6,No,No
ENG0001082,20241125,20241118,20241125,20241125,5,13,1,4,Won,402,729,1,2,596,11.9,No,No
ENG0001083,20241126,20241109,20241126,20241127,16,10,1,6,Won,178,280,2,4,96,15.1,No,No
ENG0001084,20241126,20241119,20241126,20241127,5,13,1,5,Won,248,308,20,35,125,8.4,No,No
ENG0001085,20241127,20241124,20241127,20241129,19,8,4,1,Won,37,87,1,1,135,5.2,No,No
ENG0001086,20241127,20241109,20241127,20241127,5,8,2,4,Won,67,257,5,9,375,3.5,No,No
ENG0001087,20241127,20241113,20241127,20241128,19,11,1,3,Lost,473,971,8,14,388,6.2,No,No
ENG0001088,20241128,20241117,20241128,20241128,19,0,5,1,Won,77,142,1,1,206,3.2,No,No
ENG0001089,20241128,20241118,20241128,20241129,19,7,6,1,Won,10,37,7,8,25,1.4,No,No
ENG0001090,20241128,20241119,20241128,20241201,5,14,5,4,Won,62,181,1,1,635,14.1,No,No
ENG0001091,20241128,20241108,20241128,20241128,16,3,1,8,Won,4200,9500,60,110,83,16.6,Yes,No
ENG0001092,20241129,20241122,20241129,20241129,19,7,1,2,Won,125,258,5,11,19,5.5,No,No
ENG0001093,20241130,20241125,20241130,20241201,19,13,6,2,Won,18,26,0,0,331,4.8,No,No
ENG0001094,20241130,20241127,20241130,20241202,16,11,7,6,Won,109,133,1,2,145,19.6,No,No
ENG0001095,20241201,20241121,20241201,20241201,19,13,6,2,Lost,38,50,7,7,40,1.1,No,No
ENG0001096,20241201,20241128,20241201,20241203,19,7,4,1,Won,27,49,1,2,249,5.0,No,No
ENG0001097,20241202,20241121,20241202,20241205,19,10,4,3,Lost,31,45,0,0,164,7.6,No,No
ENG0001098,20241202,20241124,20241202,20241205,16,8,7,6,Won,185,404,6,15,1213,21.4,No,No
ENG0001099,20241202,20241128,20241202,20241202,5,10,5,4,Won,23,55,1,1,195,12.5,No,No
ENG0001100,20241202,20241117,20241202,20241202,19,7,1,1,Won,187,286,3,6,24,6.4,No,No
ENG0001101,20241203,20241129,20241203,20241203,19,11,1,3,Won,83,330,3,5,727,7.5,No,No
ENG0001102,20241205,20241116,20241205,20241208,5,6,1,4,Won,153,570,8,20,77,3.2,No,No
ENG0001103,20241205,20241203,20241205,20241209,2,6,1,7,Won,356,981,2,2,174,15.4,No,No
ENG0001104,20241205,20241117,20241205,20241205,19,13,1,3,Aborted,35,121,5,14,334,15.5,No,No
ENG0001105,20241205,20241128,20241205,20241206,19,13,1,3,Won,160,256,1,2,504,3.3,No,No
ENG0001106,20241205,20241128,20241205,20241205,19,11,6,2,Lost,24,77,1,2,88,6.8,No,No
ENG0001107,20241206,20241204,20241206,20241208,19,12,0,2,Won,11,0,4,0,144,5.7,No,No
ENG0001108,20241206,20241202,20241206,20241207,19,8,2,2,Lost,179,444,6,8,30,4.2,No,No
ENG0001109,20241207,20241124,20241207,20241208,2,11,1,7,Won,42,81,2,2,927,25.5,No,No
ENG0001110,20241207,20241130,20241207,20241208,5,13,4,5,Won,411,1203,1,1,92,13.5,No,No
ENG0001111,20241207,20241203,20241207,20241209,2,8,1,7,Won,440,1651,4,7,1044,29.3,No,No
ENG0001112,20241207,20241126,20241207,20241207,19,7,2,2,Won,100,272,1,1,89,3.0,No,No
ENG0001113,20241208,20241121,20241208,20241208,19,8,6,3,Won,334,516,9,24,136,8.8,No,No
ENG0001114,20241208,20241207,20241208,20241208,2,10,4,7,Won,66,92,8,12,384,17.6,No,No
ENG0001115,20241209,20241201,20241209,20241211,16,10,7,6,Won,22,33,5,13,110,14.6,No,No
ENG0001116,20241209,20241122,20241209,20241211,16,8,2,6,Won,64,198,1,1,488,11.7,No,No
ENG0001117,20241210,20241122,20241210,20241210,2,7,1,7,Aborted,202,598,3,5,67,25.3,No,No
ENG0001118,20241211,20241201,20241211,20241212,19,12,1,1,Won,30,81,1,1,44,2.8,No,No
ENG0001119,20241211,20241129,20241211,20241213,19,7,1,2,Won,73,176,0,0,39,8.0,No,No
ENG0001120,20241211,20241207,20241211,20241213,19,8,6,1,Won,72,96,2,3,236,6.8,No,No
ENG0001121,20241211,20241129,20241211,20241213,19,12,4,1,Aborted,75,263,1,2,67,2.1,No,No
ENG0001122,20241211,20241211,,,5,11,6,4,Planned,0,0,0,0,0,0.0,No,No
ENG0001123,20241212,20241207,20241212,20241215,16,12,1,6,Aborted,276,688,2,2,78,7.8,No,No
ENG0001124,20241213,20241206,20241213,20241217,16,14,1,8,Aborted,452,1362,2,3,1224,20.6,No,No
ENG0001125,20241213,20241207,20241213,20241215,19,12,4,1,Won,55,70,10,14,182,3.9,No,No
ENG0001126,20241213,20241129,20241213,20241215,19,11,1,1,Won,53,75,0,0,26,3.3,No,No
ENG0001127,20241213,20241125,20241213,20241213,19,0,2,1,Won,78,110,4,11,9,1.3,No,No
ENG0001128,20241214,20241206,20241214,20241214,5,7,6,5,Won,46,176,8,11,217,12.0,No,No
ENG0001129,20241215,20241214,20241215,20241220,2,8,1,7,Aborted,711,1466,1,1,72,30.4,No,No
ENG0001130,20241215,20241207,20241215,20241218,16,6,1,6,Won,125,299,3,5,462,11.4,No,No
ENG0001131,20241215,20241209,20241215,20241218,5,10,2,4,Won,13,36,1,1,188,7.0,No,No
ENG0001132,20241215,20241215,,,5,10,1,5,Planned,0,0,0,0,0,0.0,No,No
ENG0001133,20241216,20241203,20241216,20241219,5,12,2,4,Aborted,90,172,2,2,63,12.3,No,No
ENG0001134,20241216,20241130,20241216,20241219,5,10,4,4,Lost,166,239,5,12,485,11.6,No,No
ENG0001135,20241216,20241213,20241216,20241219,5,13,3,5,Won,80,127,5,8,170,11.9,No,No
ENG0001136,20241216,20241216,,,16,9,1,8,Planned,0,0,0,0,0,0.0,No,No
ENG0001137,20241217,20241209,20241217,20241217,19,12,1,1,Won,14,41,2,5,116,4.3,No,No
ENG0001138,20241217,20241217,,,2,10,1,7,Planned,0,0,0,0,0,0.0,No,No
ENG0001139,20241217,20241217,,,19,13,5,3,Planned,0,0,0,0,0,0.0,No,No
ENG0001140,20241218,20241201,20241218,20241220,19,0,4,1,Won,177,658,0,0,59,4.1,No,No
ENG0001141,20241218,20241213,20241218,20241219,19,12,6,1,Won,83,237,4,4,99,2.8,No,No
ENG0001142,20241218,20241202,20241218,20241220,19,8,3,2,Won,82,307,4,11,86,5.7,No,No
ENG0001143,20241219,20241206,20241219,20241219,19,13,6,2,Won,34,85,0,0,94,4.3,No,No
ENG0001144,20241219,20241130,20241219,20241222,5,12,1,5,Lost,133,322,1,2,254,8.1,No,No
ENG0001145,20241219,20241214,20241219,20241222,5,10,1,4,Won,92,154,2,4,204,10.5,No,No
ENG0001146,20241220,20241212,20241220,20241221,19,11,1,1,Won,177,372,1,2,89,4.3,No,No
ENG0001147,20241220,20241218,20241220,20241220,16,7,1,8,Won,31,71,1,1,58,17.9,No,No
ENG0001148,20241220,20241210,20241220,20241224,16,9,1,8,Won,325,444,44,77,1226,6.9,No,No
ENG0001149,20241220,20241216,20241220,20241221,19,8,6,1,Won,21,54,1,1,65,4.2,No,No
ENG0001150,20241220,20241220,,,16,12,4,6,Planned,0,0,0,0,0,0.0,No,No
ENG0001151,20241221,20241206,20241221,20241222,19,11,5,1,Won,42,82,1,2,93,6.1,No,No
ENG0001152,20241221,20241201,20241221,20241223,2,11,6,7,Won,198,463,7,16,156,12.6,No,No
ENG0001153,20241221,20241209,20241221,20241221,19,12,6,2,Won,20,49,1,2,11,4.4,No,No
ENG0001154,20241222,20241202,20241222,20241222,16,6,1,8,Lost,64,102,6,17,75,6.7,No,No
ENG0001155,20241222,20241218,20241222,20241222,19,12,6,2,Won,9,33,0,0,317,1.3,No,No
ENG0001156,20241222,20241217,20241222,20241222,19,8,4,2,Won,39,142,3,5,138,6.8,No,No
ENG0001157,20241223,20241220,20241223,20241224,19,13,6,1,Won,7,17,1,2,108,6.8,No,No
ENG0001158,20241223,20241222,20241223,20241223,19,11,4,1,Won,103,283,1,1,92,6.2,No,No
ENG0001159,20241223,20241206,20241223,20241225,19,8,0,1,Won,51,0,3,0,128,7.3,No,No
ENG0001160,20241223,20241221,20241223,20241225,19,0,5,2,Won,19,68,0,0,122,4.6,No,No
ENG0001161,20241223,20241219,20241223,20241228,1,4,1,10,Won,0,2000000000,0,0,89,31.2,Yes,Yes
ENG0001162,20241224,20241214,20241224,20241224,19,13,6,1,Won,126,352,1,2,57,5.3,No,No
ENG0001163,20241224,20241211,20241224,20241224,19,0,1,1,Lost,105,318,1,1,32,7.6,No,No
ENG0001164,20241224,20241214,20241224,20241224,19,0,0,1,Lost,18,0,1,0,180,5.2,No,No
ENG0001165,20241225,20241225,,,5,8,5,5,Planned,0,0,0,0,0,0.0,No,No
ENG0001166,20241225,20241225,,,1,9,1,10,Planned,0,0,0,0,0,0.0,Yes,No
ENG0001167,20241226,20241222,20241226,20241229,19,9,1,3,Won,40,73,5,8,111,13.9,No,No
ENG0001168,20241226,20241212,20241226,20241226,19,0,0,1,Won,4,0,1,0,76,4.3,No,No
ENG0001169,20241226,20241225,20241226,20241226,16,11,6,6,Won,219,575,3,6,538,15.1,No,No
ENG0001170,20241227,20241224,20241227,20241230,5,14,1,4,Won,213,285,6,16,528,14.6,No,No
ENG0001171,20241227,20241219,20241227,20241228,19,13,5,1,Aborted,18,23,2,2,95,2.1,No,No
ENG0001172,20241227,20241227,,,1,6,1,10,Planned,0,0,0,0,0,0.0,Yes,No
ENG0001173,20241228,20241228,,,16,7,1,8,Planned,0,0,0,0,0,0.0,No,No
ENG0001174,20241229,20241214,20241229,,5,11,1,5,Active,125,463,2,5,72,6.5,No,No
ENG0001175,20241229,20241213,20241229,20241230,19,11,1,3,Won,108,156,2,4,148,12.4,No,No
ENG0001176,20241230,20241220,20241230,20241230,5,9,1,4,Won,338,877,5,8,644,14.5,No,No
ENG0001177,20241230,20241210,20241230,,5,9,2,5,Active,171,399,5,14,199,14.0,No,No
ENG0001178,20241230,20241216,20241230,20241230,19,7,5,1,Won,95,321,7,19,121,7.6,No,No
ENG0001179,20241230,20241226,20241230,,16,5,1,8,Lost,1700000,60,32,38,3176,28.3,No,No
ENG0001180,20241231,20241222,20241231,20241231,5,6,7,5,Won,25,55,1,2,774,3.8,No,No
ENG0001181,20241231,20241220,20241231,,19,0,5,2,Active,125,433,2,3,151,4.4,No,No
