SnapshotDateKey,ItemKey,LocationKey,OnHandQty,OnOrderQty,ReorderPoint,UnitCostCredits,InventoryValueCredits,StockStatus
20190225,6,7,504,0,380,1200,604800,In Stock
20190225,6,9,680,0,339,1200,816000,In Stock
20190225,7,8,901,0,318,320,288320,In Stock
20190225,8,9,240,5728,827,140,33600,Reorder
20190225,8,7,2662,0,1114,140,372680,In Stock
20190225,8,8,2176,0,768,140,304640,In Stock
20190225,9,10,1633,0,802,60,97980,In Stock
20190225,9,13,3222,0,995,60,193320,In Stock
20190225,10,2,3745,0,1025,110,411950,In Stock
20190225,10,10,1309,0,957,110,143990,In Stock
20190225,10,11,395,5894,1085,110,43450,Reorder
20190225,11,14,145,0,76,4800,696000,In Stock
20190225,12,14,132,0,72,3100,409200,In Stock
20190225,13,14,139,0,49,9500,1320500,In Stock
20190225,14,14,237,0,76,12400,2938800,In Stock
20190225,15,3,767,0,324,240,184080,In Stock
20190225,15,14,686,0,220,240,164640,In Stock
20190225,16,14,953,0,382,1900,1810700,In Stock
20190225,17,10,185,0,74,7300,1350500,In Stock
20190225,17,12,52,0,47,7300,379600,Low
20190225,17,6,181,0,64,7300,1321300,In Stock
20190225,18,12,56,269,74,18600,1041600,Reorder
20190225,18,2,199,0,76,18600,3701400,In Stock
20190225,19,3,247,0,70,5400,1333800,In Stock
20190225,19,11,245,0,75,5400,1323000,In Stock
20190225,20,10,1150,0,284,860,989000,In Stock
20190225,21,12,193,4403,1221,140,27020,Reorder
20190225,21,13,1751,0,860,140,245140,In Stock
20190225,22,2,651,0,366,980,637980,In Stock
20190225,22,11,566,0,257,980,554680,In Stock
20190225,22,12,452,0,263,980,442960,In Stock
20190225,23,11,2,403,55,6200,12400,Reorder
20190225,24,11,31,0,10,44000,1364000,In Stock
20190225,24,2,15,0,12,44000,660000,Low
20190225,24,10,34,0,12,44000,1496000,In Stock
20190225,25,6,22,0,8,21500,473000,In Stock
20190225,25,11,22,0,9,21500,473000,In Stock
20190225,26,3,961,0,349,310,297910,In Stock
20190225,27,1,269,0,66,2700,726300,In Stock
20190225,28,5,129,0,56,8900,1148100,In Stock
20190225,29,13,565,0,251,430,242950,In Stock
20190225,29,2,477,0,243,430,205110,In Stock
20190225,30,5,1520,0,218,520,790400,In Stock
20190225,30,11,1009,0,268,520,524680,In Stock
20190225,31,4,20,0,8,96000,1920000,In Stock
20190225,31,1,4,50,10,96000,384000,Reorder
20190225,32,1,206,0,77,3400,700400,In Stock
20190225,32,4,167,0,51,3400,567800,In Stock
20190225,33,1,280,0,62,5900,1652000,In Stock
20190225,33,4,65,0,57,5900,383500,Low
20190225,33,14,251,0,60,5900,1480900,In Stock
20190225,34,5,20,0,9,72000,1440000,In Stock
20190225,34,1,22,0,11,72000,1584000,In Stock
20190225,34,4,20,0,10,72000,1440000,In Stock
20190225,35,2,3541,0,1017,45,159345,In Stock
20190225,35,11,2126,0,746,45,95670,In Stock
20190225,36,3,190,0,52,2300,437000,In Stock
20190225,36,13,100,0,69,2300,230000,In Stock
20190225,36,10,7,323,75,2300,16100,Reorder
20190225,37,11,1091,0,225,1100,1200100,In Stock
20190225,38,10,1371,0,380,1650,2262150,In Stock
20190225,38,11,419,0,266,1650,691350,In Stock
20190225,39,8,15,0,11,58000,870000,In Stock
20190225,39,9,5,42,12,58000,290000,Reorder
20190225,40,9,44,340,49,3900,171600,Reorder
20190225,40,11,114,0,45,3900,444600,In Stock
20190304,1,7,2499,0,744,180,449820,In Stock
20190304,1,8,2386,0,972,180,429480,In Stock
20190304,2,4,3285,0,821,90,295650,In Stock
20190304,2,7,1929,0,819,90,173610,In Stock
20190304,2,9,4062,0,1122,90,365580,In Stock
20190304,3,6,703,0,365,640,449920,In Stock
20190304,4,11,507,0,221,420,212940,In Stock
20190304,5,9,718,5094,797,75,53850,Reorder
20190304,5,8,2886,0,1066,75,216450,In Stock
20190304,5,7,3393,0,731,75,254475,In Stock
20190304,6,8,1171,0,339,1200,1405200,In Stock
20190304,6,7,1403,0,380,1200,1683600,In Stock
20190304,6,9,585,0,339,1200,702000,In Stock
20190304,7,8,800,0,318,320,256000,In Stock
20190304,8,9,5423,0,827,140,759220,In Stock
20190304,8,7,2459,0,1114,140,344260,In Stock
20190304,8,8,1833,0,768,140,256620,In Stock
20190304,9,10,1270,0,802,60,76200,In Stock
20190304,9,13,2905,0,995,60,174300,In Stock
20190304,10,2,3536,0,1025,110,388960,In Stock
20190304,10,10,3989,0,957,110,438790,In Stock
20190304,10,11,61,6140,1085,110,6710,Reorder
20190304,11,14,123,0,76,4800,590400,In Stock
20190304,12,14,101,0,72,3100,313100,In Stock
20190304,13,14,114,0,49,9500,1083000,In Stock
20190304,14,14,225,0,76,12400,2790000,In Stock
20190304,15,3,699,0,324,240,167760,In Stock
20190304,15,14,533,0,220,240,127920,In Stock
20190304,16,14,885,0,382,1900,1681500,In Stock
20190304,17,10,160,0,74,7300,1168000,In Stock
20190304,17,12,33,354,47,7300,240900,Reorder
20190304,17,6,160,0,64,7300,1168000,In Stock
20190304,18,12,35,259,74,18600,651000,Reorder
20190304,18,2,173,0,76,18600,3217800,In Stock
20190304,19,3,227,0,70,5400,1225800,In Stock
20190304,19,11,232,0,75,5400,1252800,In Stock
20190304,20,10,992,0,284,860,853120,In Stock
20190304,21,12,3604,0,1221,140,504560,In Stock
20190304,21,13,1312,0,860,140,183680,In Stock
20190304,22,2,570,0,366,980,558600,In Stock
20190304,22,11,411,0,257,980,402780,In Stock
20190304,22,12,382,0,263,980,374360,In Stock
20190304,23,11,330,0,55,6200,2046000,In Stock
20190304,24,11,27,0,10,44000,1188000,In Stock
20190304,24,2,10,44,12,44000,440000,Reorder
20190304,24,10,32,0,12,44000,1408000,In Stock
20190304,25,6,21,0,8,21500,451500,In Stock
20190304,25,11,20,0,9,21500,430000,In Stock
20190304,26,3,843,0,349,310,261330,In Stock
20190304,27,1,245,0,66,2700,661500,In Stock
20190304,28,5,103,0,56,8900,916700,In Stock
20190304,29,13,422,0,251,430,181460,In Stock
20190304,29,2,321,0,243,430,138030,In Stock
20190304,30,5,1403,0,218,520,729560,In Stock
20190304,30,11,905,0,268,520,470600,In Stock
20190304,31,4,15,0,8,96000,1440000,In Stock
20190304,31,1,0,43,10,96000,0,Stockout
20190304,32,1,187,0,77,3400,635800,In Stock
20190304,32,4,149,0,51,3400,506600,In Stock
20190304,33,1,262,0,62,5900,1545800,In Stock
20190304,33,4,37,266,57,5900,218300,Reorder
20190304,33,14,233,0,60,5900,1374700,In Stock
20190304,34,5,16,0,9,72000,1152000,In Stock
20190304,34,1,18,0,11,72000,1296000,In Stock
20190304,34,4,17,0,10,72000,1224000,In Stock
20190304,35,2,3057,0,1017,45,137565,In Stock
20190304,35,11,1760,0,746,45,79200,In Stock
20190304,36,3,170,0,52,2300,391000,In Stock
20190304,36,13,74,0,69,2300,170200,Low
20190304,36,10,216,0,75,2300,496800,In Stock
20190304,37,11,993,0,225,1100,1092300,In Stock
20190304,38,10,1309,0,380,1650,2159850,In Stock
20190304,38,11,348,0,266,1650,574200,In Stock
20190304,39,8,13,0,11,58000,754000,Low
20190304,39,9,1,50,12,58000,58000,Reorder
20190304,40,9,28,350,49,3900,109200,Reorder
20190304,40,11,99,0,45,3900,386100,In Stock
20190311,1,7,1968,0,744,180,354240,In Stock
20190311,1,8,1914,0,972,180,344520,In Stock
20190311,2,4,3029,0,821,90,272610,In Stock
20190311,2,7,1667,0,819,90,150030,In Stock
20190311,2,9,3622,0,1122,90,325980,In Stock
20190311,3,6,622,0,365,640,398080,In Stock
20190311,4,11,357,0,221,420,149940,In Stock
20190311,5,9,295,5765,797,75,22125,Reorder
20190311,5,8,2396,0,1066,75,179700,In Stock
20190311,5,7,3050,0,731,75,228750,In Stock
20190311,6,8,1039,0,339,1200,1246800,In Stock
20190311,6,7,1302,0,380,1200,1562400,In Stock
20190311,6,9,443,0,339,1200,531600,In Stock
20190311,7,8,724,0,318,320,231680,In Stock
20190311,8,9,4936,0,827,140,691040,In Stock
20190311,8,7,2082,0,1114,140,291480,In Stock
20190311,8,8,1336,0,768,140,187040,In Stock
20190311,9,10,821,0,802,60,49260,Low
20190311,9,13,2397,0,995,60,143820,In Stock
20190311,10,2,3131,0,1025,110,344410,In Stock
20190311,10,10,3464,0,957,110,381040,In Stock
20190311,10,11,5277,0,1085,110,580470,In Stock
20190311,11,14,107,0,76,4800,513600,In Stock
20190311,12,14,88,0,72,3100,272800,Low
20190311,13,14,98,0,49,9500,931000,In Stock
20190311,14,14,211,0,76,12400,2616400,In Stock
20190311,15,3,577,0,324,240,138480,In Stock
20190311,15,14,434,0,220,240,104160,In Stock
20190311,16,14,747,0,382,1900,1419300,In Stock
20190311,17,10,148,0,74,7300,1080400,In Stock
20190311,17,12,3,383,47,7300,21900,Reorder
20190311,17,6,127,0,64,7300,927100,In Stock
20190311,18,12,20,317,74,18600,372000,Reorder
20190311,18,2,154,0,76,18600,2864400,In Stock
20190311,19,3,203,0,70,5400,1096200,In Stock
20190311,19,11,200,0,75,5400,1080000,In Stock
20190311,20,10,911,0,284,860,783460,In Stock
20190311,21,12,3101,0,1221,140,434140,In Stock
20190311,21,13,3362,0,860,140,470680,In Stock
20190311,22,2,481,0,366,980,471380,In Stock
20190311,22,11,279,0,257,980,273420,Low
20190311,22,12,1117,0,263,980,1094660,In Stock
20190311,23,11,304,0,55,6200,1884800,In Stock
20190311,24,11,23,0,10,44000,1012000,In Stock
20190311,24,2,7,41,12,44000,308000,Reorder
20190311,24,10,27,0,12,44000,1188000,In Stock
20190311,25,6,19,0,8,21500,408500,In Stock
20190311,25,11,17,0,9,21500,365500,In Stock
20190311,26,3,695,0,349,310,215450,In Stock
20190311,27,1,220,0,66,2700,594000,In Stock
20190311,28,5,78,0,56,8900,694200,In Stock
20190311,29,13,337,0,251,430,144910,In Stock
20190311,29,2,215,1561,243,430,92450,Reorder
20190311,30,5,1276,0,218,520,663520,In Stock
20190311,30,11,797,0,268,520,414440,In Stock
20190311,31,4,11,0,8,96000,1056000,In Stock
20190311,31,1,39,0,10,96000,3744000,In Stock
20190311,32,1,165,0,77,3400,561000,In Stock
20190311,32,4,129,0,51,3400,438600,In Stock
20190311,33,1,247,0,62,5900,1457300,In Stock
20190311,33,4,23,295,57,5900,135700,Reorder
20190311,33,14,212,0,60,5900,1250800,In Stock
20190311,34,5,12,0,9,72000,864000,In Stock
20190311,34,1,43,0,11,72000,3096000,In Stock
20190311,34,4,13,0,10,72000,936000,Low
20190311,35,2,2672,0,1017,45,120240,In Stock
20190311,35,11,1226,0,746,45,55170,In Stock
20190311,36,3,140,0,52,2300,322000,In Stock
20190311,36,13,57,292,69,2300,131100,Reorder
20190311,36,10,195,0,75,2300,448500,In Stock
20190311,37,11,841,0,225,1100,925100,In Stock
20190311,38,10,1239,0,380,1650,2044350,In Stock
20190311,38,11,200,1722,266,1650,330000,Reorder
20190311,39,8,11,48,11,58000,638000,Reorder
20190311,39,9,31,0,12,58000,1798000,In Stock
20190311,40,9,15,350,49,3900,58500,Reorder
20190311,40,11,75,0,45,3900,292500,In Stock
20190318,1,7,1425,0,744,180,256500,In Stock
20190318,1,8,1569,0,972,180,282420,In Stock
20190318,2,4,2791,0,821,90,251190,In Stock
20190318,2,7,1185,0,819,90,106650,In Stock
20190318,2,9,3401,0,1122,90,306090,In Stock
20190318,3,6,557,0,365,640,356480,In Stock
20190318,4,11,291,0,221,420,122220,In Stock
20190318,5,9,3720,0,797,75,279000,In Stock
20190318,5,8,2129,0,1066,75,159675,In Stock
20190318,5,7,2765,0,731,75,207375,In Stock
20190318,6,8,974,0,339,1200,1168800,In Stock
20190318,6,7,1226,0,380,1200,1471200,In Stock
20190318,6,9,1331,0,339,1200,1597200,In Stock
20190318,7,8,664,0,318,320,212480,In Stock
20190318,8,9,4635,0,827,140,648900,In Stock
20190318,8,7,1677,0,1114,140,234780,In Stock
20190318,8,8,1105,0,768,140,154700,In Stock
20190318,9,10,598,5255,802,60,35880,Reorder
20190318,9,13,1914,0,995,60,114840,In Stock
20190318,10,2,2916,0,1025,110,320760,In Stock
20190318,10,10,2926,0,957,110,321860,In Stock
20190318,10,11,5016,0,1085,110,551760,In Stock
20190318,11,14,284,0,76,4800,1363200,In Stock
20190318,12,14,57,329,72,3100,176700,Reorder
20190318,13,14,66,0,49,9500,627000,In Stock
20190318,14,14,180,0,76,12400,2232000,In Stock
20190318,15,3,431,0,324,240,103440,In Stock
20190318,15,14,360,0,220,240,86400,In Stock
20190318,16,14,644,0,382,1900,1223600,In Stock
20190318,17,10,120,0,74,7300,876000,In Stock
20190318,17,12,332,0,47,7300,2423600,In Stock
20190318,17,6,104,0,64,7300,759200,In Stock
20190318,18,12,255,0,74,18600,4743000,In Stock
20190318,18,2,129,0,76,18600,2399400,In Stock
20190318,19,3,182,0,70,5400,982800,In Stock
20190318,19,11,167,0,75,5400,901800,In Stock
20190318,20,10,837,0,284,860,719820,In Stock
20190318,21,12,2745,0,1221,140,384300,In Stock
20190318,21,13,3018,0,860,140,422520,In Stock
20190318,22,2,913,0,366,980,894740,In Stock
20190318,22,11,132,1732,257,980,129360,Reorder
20190318,22,12,992,0,263,980,972160,In Stock
20190318,23,11,283,0,55,6200,1754600,In Stock
20190318,24,11,19,0,10,44000,836000,In Stock
20190318,24,2,2,46,12,44000,88000,Reorder
20190318,24,10,25,0,12,44000,1100000,In Stock
20190318,25,6,16,0,8,21500,344000,In Stock
20190318,25,11,13,0,9,21500,279500,In Stock
20190318,26,3,560,0,349,310,173600,In Stock
20190318,27,1,190,0,66,2700,513000,In Stock
20190318,28,5,170,0,56,8900,1513000,In Stock
20190318,29,13,217,1096,251,430,93310,Reorder
20190318,29,2,69,1735,243,430,29670,Reorder
20190318,30,5,1201,0,218,520,624520,In Stock
20190318,30,11,671,0,268,520,348920,In Stock
20190318,31,4,9,0,8,96000,864000,Low
20190318,31,1,36,0,10,96000,3456000,In Stock
20190318,32,1,136,0,77,3400,462400,In Stock
20190318,32,4,109,0,51,3400,370600,In Stock
20190318,33,1,220,0,62,5900,1298000,In Stock
20190318,33,4,220,0,57,5900,1298000,In Stock
20190318,33,14,189,0,60,5900,1115100,In Stock
20190318,34,5,9,53,9,72000,648000,Reorder
20190318,34,1,41,0,11,72000,2952000,In Stock
20190318,34,4,9,36,10,72000,648000,Reorder
20190318,35,2,2375,0,1017,45,106875,In Stock
20190318,35,11,987,0,746,45,44415,In Stock
20190318,36,3,110,0,52,2300,253000,In Stock
20190318,36,13,39,341,69,2300,89700,Reorder
20190318,36,10,181,0,75,2300,416300,In Stock
20190318,37,11,775,0,225,1100,852500,In Stock
20190318,38,10,1145,0,380,1650,1889250,In Stock
20190318,38,11,39,1710,266,1650,64350,Reorder
20190318,39,8,9,42,11,58000,522000,Reorder
20190318,39,9,27,0,12,58000,1566000,In Stock
20190318,40,9,265,0,49,3900,1033500,In Stock
20190318,40,11,61,0,45,3900,237900,In Stock
20190325,1,7,1210,0,744,180,217800,In Stock
20190325,1,8,1366,0,972,180,245880,In Stock
20190325,2,4,2575,0,821,90,231750,In Stock
20190325,2,7,3320,0,819,90,298800,In Stock
20190325,2,9,3043,0,1122,90,273870,In Stock
20190325,3,6,497,0,365,640,318080,In Stock
20190325,4,11,143,1680,221,420,60060,Reorder
20190325,5,9,3409,0,797,75,255675,In Stock
20190325,5,8,1792,0,1066,75,134400,In Stock
20190325,5,7,2556,0,731,75,191700,In Stock
20190325,6,8,888,0,339,1200,1065600,In Stock
20190325,6,7,1148,0,380,1200,1377600,In Stock
20190325,6,9,1215,0,339,1200,1458000,In Stock
20190325,7,8,512,0,318,320,163840,In Stock
20190325,8,9,4292,0,827,140,600880,In Stock
20190325,8,7,1161,0,1114,140,162540,Low
20190325,8,8,696,6030,768,140,97440,Reorder
20190325,9,10,117,5484,802,60,7020,Reorder
20190325,9,13,1673,0,995,60,100380,In Stock
20190325,10,2,2564,0,1025,110,282040,In Stock
20190325,10,10,2590,0,957,110,284900,In Stock
20190325,10,11,4587,0,1085,110,504570,In Stock
20190325,11,14,268,0,76,4800,1286400,In Stock
20190325,12,14,44,367,72,3100,136400,Reorder
20190325,13,14,34,358,49,9500,323000,Reorder
20190325,14,14,164,0,76,12400,2033600,In Stock
20190325,15,3,296,1340,324,240,71040,Reorder
20190325,15,14,203,1456,220,240,48720,Reorder
20190325,16,14,575,0,382,1900,1092500,In Stock
20190325,17,10,105,0,74,7300,766500,In Stock
20190325,17,12,304,0,47,7300,2219200,In Stock
20190325,17,6,89,0,64,7300,649700,In Stock
20190325,18,12,224,0,74,18600,4166400,In Stock
20190325,18,2,103,0,76,18600,1915800,In Stock
20190325,19,3,168,0,70,5400,907200,In Stock
20190325,19,11,155,0,75,5400,837000,In Stock
20190325,20,10,675,0,284,860,580500,In Stock
20190325,21,12,2354,0,1221,140,329560,In Stock
20190325,21,13,2691,0,860,140,376740,In Stock
20190325,22,2,835,0,366,980,818300,In Stock
20190325,22,11,35,1920,257,980,34300,Reorder
20190325,22,12,882,0,263,980,864360,In Stock
20190325,23,11,262,0,55,6200,1624400,In Stock
20190325,24,11,16,0,10,44000,704000,In Stock
20190325,24,2,32,0,12,44000,1408000,In Stock
20190325,24,10,22,0,12,44000,968000,In Stock
20190325,25,6,12,0,8,21500,258000,In Stock
20190325,25,11,9,58,9,21500,193500,Reorder
20190325,26,3,1294,0,349,310,401140,In Stock
20190325,27,1,170,0,66,2700,459000,In Stock
20190325,28,5,157,0,56,8900,1397300,In Stock
20190325,29,13,87,1419,251,430,37410,Reorder
20190325,29,2,1269,0,243,430,545670,In Stock
20190325,30,5,1056,0,218,520,549120,In Stock
20190325,30,11,513,0,268,520,266760,In Stock
20190325,31,4,5,47,8,96000,480000,Reorder
20190325,31,1,31,0,10,96000,2976000,In Stock
20190325,32,1,123,0,77,3400,418200,In Stock
20190325,32,4,95,0,51,3400,323000,In Stock
20190325,33,1,194,0,62,5900,1144600,In Stock
20190325,33,4,206,0,57,5900,1215400,In Stock
20190325,33,14,174,0,60,5900,1026600,In Stock
20190325,34,5,7,48,9,72000,504000,Reorder
20190325,34,1,38,0,11,72000,2736000,In Stock
20190325,34,4,6,40,10,72000,432000,Reorder
20190325,35,2,2171,0,1017,45,97695,In Stock
20190325,35,11,700,4537,746,45,31500,Reorder
20190325,36,3,80,0,52,2300,184000,In Stock
20190325,36,13,13,333,69,2300,29900,Reorder
20190325,36,10,165,0,75,2300,379500,In Stock
20190325,37,11,667,0,225,1100,733700,In Stock
20190325,38,10,1051,0,380,1650,1734150,In Stock
20190325,38,11,1335,0,266,1650,2202750,In Stock
20190325,39,8,7,50,11,58000,406000,Reorder
20190325,39,9,23,0,12,58000,1334000,In Stock
20190325,40,9,248,0,49,3900,967200,In Stock
20190325,40,11,45,284,45,3900,175500,Reorder
20190401,1,7,2507,0,744,180,451260,In Stock
20190401,1,8,874,3841,972,180,157320,Reorder
20190401,2,4,2106,0,821,90,189540,In Stock
20190401,2,7,2835,0,819,90,255150,In Stock
20190401,2,9,2770,0,1122,90,249300,In Stock
20190401,3,6,340,1006,365,640,217600,Reorder
20190401,4,11,1474,0,221,420,619080,In Stock
20190401,5,9,2871,0,797,75,215325,In Stock
20190401,5,8,1280,0,1066,75,96000,Low
20190401,5,7,2222,0,731,75,166650,In Stock
20190401,6,8,750,0,339,1200,900000,In Stock
20190401,6,7,1025,0,380,1200,1230000,In Stock
20190401,6,9,1117,0,339,1200,1340400,In Stock
20190401,7,8,416,0,318,320,133120,In Stock
20190401,8,9,4048,0,827,140,566720,In Stock
20190401,8,7,678,3887,1114,140,94920,Reorder
20190401,8,8,330,5531,768,140,46200,Reorder
20190401,9,10,4632,0,802,60,277920,In Stock
20190401,9,13,1163,0,995,60,69780,Low
20190401,10,2,2018,0,1025,110,221980,In Stock
20190401,10,10,2072,0,957,110,227920,In Stock
20190401,10,11,4327,0,1085,110,475970,In Stock
20190401,11,14,253,0,76,4800,1214400,In Stock
20190401,12,14,29,359,72,3100,89900,Reorder
20190401,13,14,4,363,49,9500,38000,Reorder
20190401,14,14,149,0,76,12400,1847600,In Stock
20190401,15,3,188,1542,324,240,45120,Reorder
20190401,15,14,97,1531,220,240,23280,Reorder
20190401,16,14,423,0,382,1900,803700,Low
20190401,17,10,78,0,74,7300,569400,Low
20190401,17,12,286,0,47,7300,2087800,In Stock
20190401,17,6,73,0,64,7300,532900,Low
20190401,18,12,199,0,74,18600,3701400,In Stock
20190401,18,2,86,0,76,18600,1599600,Low
20190401,19,3,143,0,70,5400,772200,In Stock
20190401,19,11,136,0,75,5400,734400,In Stock
20190401,20,10,580,0,284,860,498800,In Stock
20190401,21,12,1920,0,1221,140,268800,In Stock
20190401,21,13,2431,0,860,140,340340,In Stock
20190401,22,2,711,0,366,980,696780,In Stock
20190401,22,11,1224,0,257,980,1199520,In Stock
20190401,22,12,787,0,263,980,771260,In Stock
20190401,23,11,243,0,55,6200,1506600,In Stock
20190401,24,11,11,0,10,44000,484000,Low
20190401,24,2,30,0,12,44000,1320000,In Stock
20190401,24,10,20,0,12,44000,880000,In Stock
20190401,25,6,9,0,8,21500,193500,Low
20190401,25,11,6,61,9,21500,129000,Reorder
20190401,26,3,1169,0,349,310,362390,In Stock
20190401,27,1,151,0,66,2700,407700,In Stock
20190401,28,5,135,0,56,8900,1201500,In Stock
20190401,29,13,1130,0,251,430,485900,In Stock
20190401,29,2,1198,0,243,430,515140,In Stock
20190401,30,5,901,0,218,520,468520,In Stock
20190401,30,11,366,0,268,520,190320,In Stock
20190401,31,4,3,49,8,96000,288000,Reorder
20190401,31,1,27,0,10,96000,2592000,In Stock
20190401,32,1,108,0,77,3400,367200,In Stock
20190401,32,4,268,0,51,3400,911200,In Stock
20190401,33,1,177,0,62,5900,1044300,In Stock
20190401,33,4,180,0,57,5900,1062000,In Stock
20190401,33,14,156,0,60,5900,920400,In Stock
20190401,34,5,4,57,9,72000,288000,Reorder
20190401,34,1,33,0,11,72000,2376000,In Stock
20190401,34,4,3,49,10,72000,216000,Reorder
20190401,35,2,1632,0,1017,45,73440,In Stock
20190401,35,11,483,4684,746,45,21735,Reorder
20190401,36,3,51,321,52,2300,117300,Reorder
20190401,36,13,288,0,69,2300,662400,In Stock
20190401,36,10,151,0,75,2300,347300,In Stock
20190401,37,11,580,0,225,1100,638000,In Stock
20190401,38,10,964,0,380,1650,1590600,In Stock
20190401,38,11,1210,0,266,1650,1996500,In Stock
20190401,39,8,2,59,11,58000,116000,Reorder
20190401,39,9,18,0,12,58000,1044000,In Stock
20190401,40,9,236,0,49,3900,920400,In Stock
20190401,40,11,22,284,45,3900,85800,Reorder
20190408,1,7,2220,0,744,180,399600,In Stock
20190408,1,8,390,4814,972,180,70200,Reorder
20190408,2,4,1729,0,821,90,155610,In Stock
20190408,2,7,2349,0,819,90,211410,In Stock
20190408,2,9,2347,0,1122,90,211230,In Stock
20190408,3,6,217,1098,365,640,138880,Reorder
20190408,4,11,1323,0,221,420,555660,In Stock
20190408,5,9,2364,0,797,75,177300,In Stock
